"STATION","DATE","ADPT","ASLP","ASTP","AWBT","AWND","RHAV","SNWD","TAVG","WDF2","WT02","WT05","WT18"
"USW00013883","2024-02-28","54","29.98","29.71","59","12.53","   73","0.0","65","  280",,,
"USW00013883","2024-02-29","23","30.39","30.11","39","5.14","   37","0.0","51","   20",,,
"USW00013883","2024-03-01","39","30.34","30.11","43","6.04","   80","0.0","47","  290",,,
"USW00013883","2024-03-02","50","30.12","29.90","52","3.13","   90","0.0","52","  310",,,
"USW00013883","2024-03-03","51","30.13","29.91","53","2.68","   87","0.0","57","  330","    1",,
"USW00013883","2024-03-04","52","30.12","29.90","54","3.13","   84","0.0","58","   10","    1",,
"USW00013883","2024-03-05","51","30.04","29.83","55","3.13","   75","0.0","59","  110",,,
"USW00013883","2024-03-06","53","29.85","29.57","56","5.37","   84","0.0","62","   60",,,
"USW00013883","2024-03-07","55","29.93","29.67","58","3.36","   81","0.0","62","  160",,,
"USW00013883","2024-03-08","51","30.10","29.84","54","6.71","   82","0.0","59","  110",,,
"USW00013883","2024-03-09","61","29.76","29.52","62","13.42","   87","0.0","64","  220",,,
"USW00013883","2024-03-10","35","29.89","29.60","47","12.97","   47","0.0","60","  270",,,
"USW00013883","2024-03-11","25","30.18","29.93","41","5.82","   39","0.0","53","  310",,,
"USW00013883","2024-03-12","35","30.08","29.86","47","4.70","   48","0.0","56","  270",,,
"USW00013883","2024-03-13","38","30.00","29.76","50","5.37","   48","0.0","60","  250",,,
"USW00013883","2024-03-14","45","30.07","29.82","54","4.70","   54","0.0","62","  220",,,
"USW00013883","2024-03-15","56","29.96","29.75","60","6.49","   77","0.0","65","  240",,,
"USW00013883","2024-03-16","57","29.85","29.62","61","3.80","   71","0.0","68","  240",,,
"USW00013883","2024-03-17","51","29.78","29.54","56","8.50","   69","0.0","63","  230",,,
"USW00013883","2024-03-18","36","29.84","29.58","47","9.62","   49","0.0","59","  290",,,
"USW00013883","2024-03-19","21","30.04","29.80","38","7.38","   36","0.0","49","  260",,,
"USW00013883","2024-03-20","34","29.94","29.70","47","7.61","   40","0.0","56","  260",,,
"USW00013883","2024-03-21","42","30.08","29.83","51","5.82","   53","0.0","61","  110",,,
"USW00013883","2024-03-22","55","30.01","29.80","56","8.28","   90","0.0","61","  100",,,
"USW00013883","2024-03-23","55","29.75","29.49","58","8.28","   76","0.0","63","  310",,,
"USW00013883","2024-03-24","28","30.11","29.87","41","9.62","   41","0.0","54","   50",,,
"USW00013883","2024-03-25","39","30.20","29.97","47","8.05","   58","0.0","51","   80",,,
"USW00013883","2024-03-26","53","30.00","29.77","57","10.51","   73","0.0","61","  130",,,
"USW00013883","2024-03-27","60","29.91","29.67","60","6.71","   97","0.0","62","  320",,,
"USW00013883","2024-03-28","46","29.94","29.68","53","7.83","   62","0.0","60","  310",,,
"USW00013883","2024-03-29","34","30.10","29.86","46","6.26","   50","0.0","57","  260",,,
"USW00013883","2024-03-30","37","30.02","29.78","51","9.62","   39","0.0","63","  260",,,
"USW00013883","2024-03-31","50","29.97","29.73","58","8.05","   52","0.0","68","  250",,,
"USW00013883","2024-04-01","60","29.94","29.71","64","10.07","   67","0.0","71","  250",,,
"USW00013883","2024-04-02","61","29.79","29.56","66","10.74","   66","0.0","74","  190",,,
"USW00013883","2024-04-03","53","29.50","29.25","60","14.54","   65","0.0","71","  160",,,
"USW00013883","2024-04-04","34","29.69","29.42","46","13.42","   46","0.0","56","  270",,,
"USW00013883","2024-04-05","36","29.91","29.65","46","6.49","   50","0.0","55","   10",,,
"USW00013883","2024-04-06","34","30.05","29.80","44","5.37","   51","0.0","54","  290",,,
"USW00013883","2024-04-07","39","30.12","29.86","48","2.46","   54","0.0","55","   90",,,
"USW00013883","2024-04-08","49","30.17","29.93","56","4.92","   62","0.0","62","  190",,,
"USW00013883","2024-04-09","56","30.15","29.93","58","2.91","   82","0.0","63","  210",,,
"USW00013883","2024-04-10","60","30.01","29.78","63","7.38","   76","0.0","66","  140",,,
"USW00013883","2024-04-11","63","29.62","29.41","66","15.88","   76","0.0","71","  110",,,
"USW00013883","2024-04-12","41","29.87","29.59","52","17.22","   46","0.0","66","  290",,,
"USW00013883","2024-04-13","39","30.11","29.86","51","8.95","   46","0.0","62","  280",,,
"USW00013883","2024-04-14","47","30.06","29.83","56","4.70","   52","0.0","65","  250",,,
"USW00013883","2024-04-15","52","29.99","29.75","62","9.17","   48","0.0","75","  270",,,
"USW00013883","2024-04-16","55","30.08","29.83","62","5.82","   56","0.0","74","  250",,,
"USW00013883","2024-04-17","58","30.08","29.86","63","4.70","   62","0.0","71","  180",,,
"USW00013883","2024-04-18","56","30.01","29.78","64","3.36","   56","0.0","76","  320",,,
"USW00013883","2024-04-19","63","29.96","29.72","67","4.47","   72","0.0","73","  250",,,
"USW00013883","2024-04-20","64","29.93","29.70","69","7.61","   66","0.0","77","  270",,,
"USW00013883","2024-04-21","53","29.95","29.70","55","6.04","   86","0.0","63","  260",,,
"USW00013883","2024-04-22","43","30.11","29.85","49","4.03","   68","0.0","56","  320",,,
"USW00013883","2024-04-23","43","30.16","29.92","50","4.70","   59","0.0","56","  200",,,
"USW00013883","2024-04-24","51","30.05","29.82","58","9.40","   60","0.0","65","  270",,,
"USW00013883","2024-04-25","49","30.10","29.85","57","2.68","   57","0.0","68","  280",,,
"USW00013883","2024-04-26","57","30.24","29.98","60","8.28","   77","0.0","65","   80",,,
"USW00013883","2024-04-27","59","30.33","30.09","62","5.59","   77","0.0","67","  120",,,
"USW00013883","2024-04-28","59","30.24","30.03","62","3.58","   76","0.0","67","  170","    1",,
"USW00013883","2024-04-29","56","30.11","29.88","61","4.70","   66","0.0","68","  260",,,
"USW00013883","2024-04-30",,,,,"3.80","   77","0.0","70","  280",,,
"USW00013883","2024-05-01","62","29.95","29.72","66","2.68","   71","0.0","74","  280","    1",,
"USW00013883","2024-05-02","62","29.97","29.74","67","2.68","   65","0.0","74","  160","    1",,
"USW00013883","2024-05-03","65","29.99","29.76","69","3.13","   70","0.0","76","  270",,,
"USW00013883","2024-05-04","67","30.03","29.79","69","5.82","   84","0.0","75","  180",,,
"USW00013883","2024-05-05","67","30.03","29.80","69","5.14","   79","0.0","73","  140",,,
"USW00013883","2024-05-06","69","29.98","29.76","70","5.14","   85","0.0","74","  170",,,
"USW00013883","2024-05-07","66","29.85","29.63","70","6.04","   69","0.0","77","  260",,,
"USW00013883","2024-05-08","68","29.81","29.57","72","7.38","   69","0.0","80","  340",,,
"USW00013883","2024-05-09","66","29.79","29.56","67","6.71","   91","0.0","71","  310",,,
"USW00013883","2024-05-10","63","29.71","29.47","66","9.17","   73","0.0","72","  310",,,
"USW00013883","2024-05-11","49","29.86","29.62","56","5.14","   56","0.0","67","  300",,,
"USW00013883","2024-05-12","51","29.93","29.67","59","4.47","   58","0.0","68","  290",,,
"USW00013883","2024-05-13","59","30.00","29.75","62","4.70","   78","0.0","66","  200",,,
"USW00013883","2024-05-14","68","29.80","29.59","69","5.59","   89","0.0","70","  120",,,
"USW00013883","2024-05-15","65","29.70","29.46","68","7.38","   77","0.0","74","  250",,,
"USW00013883","2024-05-16","63","29.79","29.54","67","1.57","   72","0.0","72","  300",,,
"USW00013883","2024-05-17","66","29.86","29.62","68","2.91","   82","0.0","73","  200",,,
"USW00013883","2024-05-18","67","29.87","29.63","69","4.47","   82","0.0","73","  240",,,
"USW00013883","2024-05-19","64","29.91","29.67","66","5.82","   84","0.0","70","   20",,,
"USW00013883","2024-05-20","61","29.98","29.74","65","6.26","   69","0.0","71","   80",,,
"USW00013883","2024-05-21","60","29.99","29.76","65","2.91","   67","0.0","73","   80",,,
"USW00013883","2024-05-22","63","30.00","29.77","68","2.46","   66","0.0","76","  170",,,
"USW00013883","2024-05-23","68","29.96","29.73","72","3.13","   70","0.0","79","  280",,,
"USW00013883","2024-05-24","67","29.88","29.65","72","7.38","   66","0.0","81","  230",,,
"USW00013883","2024-05-25","67","29.87","29.63","71","4.92","   68","0.0","79","  270",,,
"USW00013883","2024-05-26","68","29.87","29.64","72","4.47","   68","0.0","79","  210",,,
"USW00013883","2024-05-27","70","29.86","29.63","74","10.07","   70","0.0","82","  270",,,
"USW00013883","2024-05-28","64","29.91","29.68","69","6.71","   61","0.0","80","  270",,,
"USW00013883","2024-05-29","56","29.98","29.75","64","5.37","   51","0.0","77","  280",,,
"USW00013883","2024-05-30","53","30.06","29.83","61","4.70","   52","0.0","74","   20",,,
"USW00013883","2024-05-31","50","30.19","29.95","59","6.04","   51","0.0","71","   70",,,
"USW00013883","2024-06-01","52","30.19","29.96","60","6.71","   57","0.0","69","  110",,,
"USW00013883","2024-06-02","64","30.08","29.85","68","5.82","   70","0.0","75","  170",,,
"USW00013883","2024-06-03","68","29.97","29.74","70","5.82","   76","0.0","76","  350",,,
"USW00013883","2024-06-04","69","29.94","29.70","71","4.25","   83","0.0","75","  240",,,
"USW00013883","2024-06-05","70","29.89","29.65","71","6.26","   87","0.0","75","  250",,,
"USW00013883","2024-06-06","72","29.76","29.54","74","8.28","   75","0.0","79","  250",,,
"USW00013883","2024-06-07","66","29.77","29.52","71","6.71","   64","0.0","81","  300",,,
"USW00013883","2024-06-08","58","29.90","29.66","65","3.58","   55","0.0","77","  300",,,
"USW00013883","2024-06-09","65",,,"70","7.61","   61","0.0","78","  270",,,
"USW00013883","2024-06-10","65","29.80","29.57","68","2.68","   75","0.0","76","  280",,,
"USW00013883","2024-06-11","64","29.86","29.61","68","2.91","   66","0.0","76","   60",,,
"USW00013883","2024-06-12","64","29.96","29.72","69","4.70","   65","0.0","77","  100",,,
"USW00013883","2024-06-13","63","29.96","29.73","70","6.71","   58","0.0","80","  100",,,
"USW00013883","2024-06-14","65","29.92","29.69","70","2.24","   62","0.0","80","  260",,,
"USW00013883","2024-06-15","69","29.95","29.71","73","2.91","   64","0.0","83","  170",,,
"USW00013883","2024-06-16","71","30.08","29.83","74","5.82","   69","0.0","82","  160",,,
"USW00013883","2024-06-17","70","30.14","29.90","74","7.16","   71","0.0","81","  110",,,
"USW00013883","2024-06-18","64","30.16","29.92","69","8.05","   59","0.0","81","  110",,,
"USW00013883","2024-06-19","64","30.23","29.98","69","7.61","   58","0.0","80","  110",,,
"USW00013883","2024-06-20","63","30.25","30.01","70","7.16","   56","0.0","81","  100",,,
"USW00013883","2024-06-21","67","30.17","29.94","72","6.93","   63","0.0","81","  120",,,
"USW00013883","2024-06-22","72","30.05","29.84","76","7.61","   69","0.0","84","  120",,,
"USW00013883","2024-06-23","72","29.89","29.68","76","4.70","   66","0.0","85","  250",,,
"USW00013883","2024-06-24","68","29.81","29.57","75","7.61","   53","0.0","88","  270",,,
"USW00013883","2024-06-25","65","29.90","29.65","73","6.49","   48","0.0","90","  110",,,
"USW00013883","2024-06-26","71","29.82","29.61","76","6.71","   64","0.0","87","  190",,,
"USW00013883","2024-06-27","72","29.80","29.56","75","5.14","   74","0.0","84","  100",,,
"USW00013883","2024-06-28","73","29.96","29.71","75","6.71","   75","0.0","81","  210",,,
"USW00013883","2024-06-29","74","30.06","29.83","77","4.70","   74","0.0","84","  260",,,
"USW00013883","2024-06-30","74","30.01","29.80","77","5.14","   73","0.0","86","   20","    1",,
"USW00013883","2024-07-01","71","29.98","29.73","75","7.83","   71","0.0","82","   90",,,
"USW00013883","2024-07-02","60","30.13","29.88","67","6.93","   53","0.0","80","   70",,,
"USW00013883","2024-07-03","68","30.11","29.88","73","2.91","   64","0.0","81","  120",,,
"USW00013883","2024-07-04","71","29.98","29.77","75","4.25","   62","0.0","85","  210",,,
"USW00013883","2024-07-05","74","29.88","29.65","78","7.38","   65","0.0","88","  270",,,
"USW00013883","2024-07-06","75","29.92","29.68","77","5.14","   82","0.0","84","  170",,,
"USW00013883","2024-07-07","75","29.98","29.74","77","5.59","   80","0.0","82","  200",,,
"USW00013883","2024-07-08","75","30.00","29.77","77","4.70","   75","0.0","82","  100",,,
"USW00013883","2024-07-09","77","29.93","29.71","79","3.58","   75","0.0","85","  130",,,
"USW00013883","2024-07-10","72","29.86","29.64","76","7.83","   64","0.0","86","  270",,,
"USW00013883","2024-07-11","66","29.94","29.70","72","4.70","   54","0.0","84","   10",,,
"USW00013883","2024-07-12","72","30.03","29.78","76","5.59","   70","0.0","85","   90",,,
"USW00013883","2024-07-13","73","30.12","29.88","77","4.03","   67","0.0","85","  190",,,
"USW00013883","2024-07-14","72","30.06","29.83","77","3.58","   61","0.0","88","  190",,,
"USW00013883","2024-07-15","74","29.98","29.77","77","5.37","   70","0.0","87","  260","    1",,
"USW00013883","2024-07-16","73","29.96","29.73","77","6.49","   72","0.0","83","  270",,,
"USW00013883","2024-07-17","73","29.96","29.73","76","7.38","   74","0.0","84","  240",,,
"USW00013883","2024-07-18","72","29.97","29.73","75","8.50","   77","0.0","82","  300",,,
"USW00013883","2024-07-19","73","30.05","29.80","74","4.47","   83","0.0","78","  170",,,
"USW00013883","2024-07-20","73","30.08","29.83","75","5.82","   79","0.0","79","  220",,,
"USW00013883","2024-07-21","74","30.04","29.81","76","3.80","   83","0.0","81","  270",,,
"USW00013883","2024-07-22","74","30.02","29.78","76","4.47","   80","0.0","80","  100",,,
"USW00013883","2024-07-23","74","30.05","29.83","77","3.80","   73","0.0","83","  250",,,
"USW00013883","2024-07-24","75","30.16","29.93","76","4.25","   89","0.0","80","  160",,,
"USW00013883","2024-07-25","76","30.12","29.90","76","4.92","   91","0.0","78","  270",,,
"USW00013883","2024-07-26","75","30.03","29.79","76","3.80","   88","0.0","78","   70",,,
"USW00013883","2024-07-27","72","30.06","29.82","75","5.14","   76","0.0","80","   30",,,
"USW00013883","2024-07-28","71","30.11","29.88","74","2.91","   74","0.0","80","  100",,,
"USW00013883","2024-07-29","73","30.04","29.82","75","6.93","   83","0.0","80","  200",,,
"USW00013883","2024-07-30","74","29.99","29.75","75","4.47","   82","0.0","80","  280",,,
"USW00013883","2024-07-31","74","30.01","29.78","76","4.92","   80","0.0","80","  110",,,
"USW00013883","2024-08-01","76","30.03","29.80","78","3.80","   77","0.0","83","  180",,,
"USW00013883","2024-08-02","76","29.95","29.72","79","7.38","   74","0.0","87","  180",,,
"USW00013883","2024-08-03","74","29.93","29.69","75","6.71","   87","0.0","80","  260",,,
"USW00013883","2024-08-04","74","30.01","29.76","75","3.80","   84","0.0","78","  190",,,
"USW00013883","2024-08-05","75","30.01","29.78","76","7.83","   90","0.0","79","  100",,,
"USW00013883","2024-08-06","75","29.80","29.57","75","11.63","   98","0.0","76","   20",,,
"USW00013883","2024-08-07","74","29.63","29.41","76","12.08","   85","0.0","78","   20",,,
"USW00013883","2024-08-08","73","29.62","29.31","74","13.87","   93","0.0","76","  280",,,
"USW00013883","2024-08-09","76","29.83","29.58","78","2.01","   80","0.0","81","  140",,,
"USW00013883","2024-08-10","78","29.96","29.71","79","2.91","   86","0.0","83","  300",,,
"USW00013883","2024-08-11","77","29.97","29.73","79","2.68","   84","0.0","83","  130",,,
"USW00013883","2024-08-12","76","29.97","29.73","78","2.68","   82","0.0","82","  100",,,
"USW00013883","2024-08-13","74","30.01","29.77","75","6.26","   84","0.0","79","   30",,,
"USW00013883","2024-08-14","70","30.04","29.81","73","4.03","   77","0.0","78","   90",,,
"USW00013883","2024-08-15","69","30.06","29.83","72","2.01","   72","0.0","79","  120",,,
"USW00013883","2024-08-16","71","30.04","29.80","74","3.80","   74","0.0","80","  160",,,
"USW00013883","2024-08-17","72","29.95","29.72","74","6.26","   76","0.0","81","  330",,,
"USW00013883","2024-08-18","72","29.83","29.60","75","6.71","   77","0.0","80","  260",,,
"USW00013883","2024-08-19","70","29.82","29.58","74","3.80","   71","0.0","81","  280",,,
"USW00013883","2024-08-20","66","29.93","29.67","71","6.71","   65","0.0","80","   60",,,
"USW00013883","2024-08-21","61","30.09","29.83","66","6.49","   62","0.0","76","   80",,,
"USW00013883","2024-08-22","59","30.15","29.93","65","6.93","   60","0.0","74","   20",,,
"USW00013883","2024-08-23","58","30.22","29.99","64","6.49","   62","0.0","72","   60",,,
"USW00013883","2024-08-24","59","30.20","29.96","65","5.37","   62","0.0","74","   70",,,
"USW00013883","2024-08-25","64","30.18","29.94","69","5.82","   65","0.0","75","   40",,,
"USW00013883","2024-08-26","67","30.16","29.93","72","2.24","   67","0.0","80","  100",,,
"USW00013883","2024-08-27","70","30.11","29.88","74","1.57","   71","0.0","81","  140",,,
"USW00013883","2024-08-28","72","30.09","29.85","76","3.58","   69","0.0","84","  210",,,
"USW00013883","2024-08-29","74","30.11","29.87","77","2.68","   78","0.0","83","  160",,,
"USW00013883","2024-08-30","73","30.10","29.87","76","3.80","   72","0.0","83","   90",,,
"USW00013883","2024-08-31","71","30.04","29.83","74","3.13","   74","0.0","81","  190",,,
"USW00013883","2024-09-01","72","29.97","29.73","75","4.92","   73","0.0","81","   20",,,
"USW00013883","2024-09-02","73","29.97","29.72","75","6.49","   80","0.0","80","   70",,,
"USW00013883","2024-09-03","60","30.15","29.90","66","10.74","   56","0.0","78","   80",,,
"USW00013883","2024-09-04","62","30.24","30.00","66","7.83","   70","0.0","73","   50",,,
"USW00013883","2024-09-05","63","30.18","29.94","68","7.38","   66","0.0","75","   20",,,
"USW00013883","2024-09-06","65","30.03","29.79","68","5.82","   74","0.0","75","   50",,,
"USW00013883","2024-09-07","67","29.88","29.64","70","4.03","   75","0.0","74","   50",,,
"USW00013883","2024-09-08","56","30.04","29.82","62","8.28","   57","0.0","74","   70",,,
"USW00013883","2024-09-09","58","30.12","29.88","64","4.47","   64","0.0","73","   40",,,
"USW00013883","2024-09-10","57","30.10","29.86","62","4.25","   67","0.0","70","   80",,,
"USW00013883","2024-09-11","62","30.09","29.85","65","5.59","   72","0.0","70","   80",,,
"USW00013883","2024-09-12","64","30.04","29.81","68","8.50","   68","0.0","75","   70",,,
"USW00013883","2024-09-13","69","30.00","29.77","71","7.38","   83","0.0","75","   60",,,
"USW00013883","2024-09-14","69","30.00","29.76","71","10.51","   79","0.0","76","   90",,,
"USW00013883","2024-09-15","66","30.03","29.80","70","12.30","   69","0.0","78","   80",,,
"USW00013883","2024-09-16","64","29.98","29.77","66","9.62","   84","0.0","72","   10",,,
"USW00013883","2024-09-17","65","29.88","29.64","68","5.82","   78","0.0","71","  280",,,
"USW00013883","2024-09-18","69","29.90","29.67","70","3.58","   84","0.0","74","  220",,,
"USW00013883","2024-09-19","69","29.86","29.64","71","2.91","   85","0.0","74","  310","    1",,
"USW00013883","2024-09-20","68","29.89","29.64","71","2.46","   78","0.0","76","   10",,,
"USW00013883","2024-09-21","68","29.95","29.72","71","2.68","   74","0.0","77","  130",,,
"USW00013883","2024-09-22","68","29.90","29.67","73","4.03","   67","0.0","81","  310",,,
"USW00013883","2024-09-23","70","29.94","29.68","73","4.92","   74","0.0","80","  170",,,
"USW00013883","2024-09-24","72","29.93","29.69","74","5.37","   83","0.0","79","  190",,,
"USW00013883","2024-09-25","70","29.95","29.71","73","6.93","   76","0.0","78","  130","    1",,
"USW00013883","2024-09-26","74","29.83","29.59","74","9.17","   96","0.0","75","   90",,,
"USW00013883","2024-09-27","69","29.53","29.23","72","17.00","   76","0.0","78","  120",,,
"USW00013883","2024-09-28","65","29.81","29.57","69","6.04","   70","0.0","75","  190",,,
"USW00013883","2024-09-29","70","29.84","29.61","72","2.91","   81","0.0","77","  180",,,
"USW00013883","2024-09-30","70","29.88","29.65","73","4.25","   78","0.0","78","  260",,,
"USW00013883","2024-10-01",,,,,"2.91",,,"74","  310",,,
"USW00013883","2024-10-02",,,,,"2.68",,"0.0","74","   20",,,
"USW00013883","2024-10-03",,,,,"2.46",,,"73","  110",,,
"USW00013883","2024-10-04",,,,,"2.91",,,"73","  100",,,
"USW00013883","2024-10-05",,,,,"2.46",,,"75","  120",,,
"USW00013883","2024-10-06",,,,,"2.01",,"0.0","74","   70",,,
"USW00013883","2024-10-07",,,,,"1.57",,"0.0","73","  110",,,
"USW00013883","2024-10-08",,,,,"6.71",,"0.0","73","   50",,,
"USW00013883","2024-10-09",,,,,"4.70",,"0.0","68","   30",,,
"USW00013883","2024-10-10",,,,,"7.16",,"0.0","67","   20",,,
"USW00013883","2024-10-11",,,,,"3.58",,"0.0","60","   50",,,
"USW00013883","2024-10-12",,,,,"2.01",,"0.0","59","  320",,,
"USW00013883","2024-10-13",,,,,"4.47",,,"63","  250",,,
"USW00013883","2024-10-14",,,,,"10.29",,"0.0","71","  270",,,
"USW00013883","2024-10-15",,,,,"4.25",,"0.0","58","  350",,,
"USW00013883","2024-10-16",,,,,"7.61",,"0.0","57","   20",,,
"USW00013883","2024-10-17",,,,,"4.92",,"0.0","53","  280",,,
"USW00013883","2024-10-18",,,,,"4.03",,"0.0","52","   10",,,
"USW00013883","2024-10-19",,,,,"2.91",,"0.0","55","   20",,,
"USW00013883","2024-10-20",,,,,"2.46",,"0.0","58","   20",,,
"USW00013883","2024-10-21",,,,,"2.91",,"0.0","59","   80",,,
"USW00013883","2024-10-22",,,,,"2.01",,"0.0","63","   40",,,
"USW00013883","2024-10-23",,,,,"3.58",,"0.0","66","  360",,,
"USW00013883","2024-10-24",,,,,"3.58",,"0.0","68","  290",,,
"USW00013883","2024-10-25",,,,,"1.34",,,"63","  220",,,
"USW00013883","2024-10-26",,,,,"2.24",,,"69","  350",,,
"USW00013883","2024-10-27",,,,,"7.61",,,"65","   70",,,
"USW00013883","2024-10-28",,,,,"4.25",,"0.0","62","   20",,,
"USW00013883","2024-10-29",,,,,"2.68",,"0.0","58","   60",,,
"USW00013883","2024-10-30",,,,,"3.13",,"0.0","65","  100","    1",,
"USW00013883","2024-10-31",,,,,"3.36",,"0.0","68","  170",,,
"USW00013883","2024-11-01",,,,,"2.24",,"0.0","70","  250",,,
"USW00013883","2024-11-02",,,,,"4.25",,"0.0","69","   60",,,
"USW00013883","2024-11-03",,,,,"8.28",,"0.0","67","   60",,,
"USW00013883","2024-11-04",,,,,"7.83",,"0.0","67","   90",,,
"USW00013883","2024-11-05",,,,,"6.49",,"0.0","70","  110",,,
"USW00013883","2024-11-06",,,,,"3.13",,"0.0","70","  100","    1",,
"USW00013883","2024-11-07",,,,,"5.37",,"0.0","70","  110",,,
"USW00013883","2024-11-08",,,,,"1.79",,"0.0","74","  310",,,
"USW00013883","2024-11-09",,,,,"7.61",,"0.0","69","   60",,,
"USW00013883","2024-11-10",,,,,"5.14",,"0.0","60","   80",,,
"USW00013883","2024-11-11",,,,,"3.13",,"0.0","65","  260",,,
"USW00013883","2024-11-12",,,,,"3.80",,"0.0","64","   50","    1",,
"USW00013883","2024-11-13",,,,,"9.40",,"0.0","57","   80",,,
"USW00013883","2024-11-14",,,,,"6.93",,"0.0","53","   90",,,
"USW00013883","2024-11-15",,,,,"5.14",,"0.0","55","  320",,,
"USW00013883","2024-11-16",,,,,"1.79",,"0.0","54","  260",,,
"USW00013883","2024-11-17",,,,,"2.01",,"0.0","54","  200",,,
"USW00013883","2024-11-18",,,,,"2.01",,"0.0","57","  280",,,
"USW00013883","2024-11-19",,,,,"2.01",,"0.0","59","  320",,,
"USW00013883","2024-11-20",,,,,"7.16",,"0.0","65","  280",,,
"USW00013883","2024-11-21",,,,,"10.74",,"0.0","53","  260",,,
"USW00013883","2024-11-22",,,,,"9.17",,"0.0","45","  280",,,
"USW00013883","2024-11-23",,,,,"4.70",,"0.0","47","  300",,,
"USW00013883","2024-11-24",,,,,"2.24",,"0.0","50","  250",,,
"USW00013883","2024-11-25",,,,,"5.59",,"0.0","53","  270",,,
"USW00013883","2024-11-26",,,,,"6.49",,"0.0","61","  270",,,
"USW00013883","2024-11-27",,,,,"2.24",,"0.0","58","  110",,,
"USW00013883","2024-11-28",,,,,"10.29",,"0.0","62","  280",,,
"USW00013883","2024-11-29",,,,,"4.70",,"0.0","51","  280",,,
"USW00013883","2024-11-30",,,,,"2.91",,"0.0","41","  290",,,
"USW00013883","2024-12-01",,,,,"5.59",,"0.0","39","  260",,,
"USW00013883","2024-12-02",,,,,"2.01",,"0.0","39","  330",,,
"USW00013883","2024-12-03",,,,,"5.37",,"0.0","38","  280",,,
"USW00013883","2024-12-04",,,,,"5.59",,"0.0","34","  230",,,
"USW00013883","2024-12-05",,,,,"13.87",,"0.0","53","  280",,,
"USW00013883","2024-12-06",,,,,"5.82",,"0.0","39","   20",,,
"USW00013883","2024-12-07",,,,,"1.57",,"0.0","34","  200",,,
"USW00013883","2024-12-08",,,,,"4.92",,"0.0","45","  270",,,
"USW00013883","2024-12-09",,,,,"4.03",,,"53","  210",,,
"USW00013883","2024-12-10",,,,,"5.82",,"0.0","63","  180",,,
"USW00013883","2024-12-11",,,,,"14.09",,"0.0","62","  260",,,
"USW00013883","2024-12-12",,,,,"3.36",,"0.0","42","  300",,,
"USW00013883","2024-12-13",,,,,"2.46",,"0.0","41","   70",,,
"USW00013883","2024-12-14",,,,,"7.16",,"0.0","50","   50",,,
"USW00013883","2024-12-15",,,,,"6.49",,"0.0","49","   60",,,
"USW00013883","2024-12-16",,,,,"2.68",,"0.0","52","   10",,,
"USW00013883","2024-12-17",,,,,"1.57",,,"56","  310",,,
"USW00013883","2024-12-18",,,,,"3.13",,,"61","  280",,,
"USW00013883","2024-12-19",,,,,"5.82",,,"58","   70",,,
"USW00013883","2024-12-20",,,,,,,,"53","  290",,,
"USW00013883","2024-12-21",,,,,"4.92",,"0.0","45","   40",,,
"USW00013883","2024-12-22",,,,,"4.47",,"0.0","39","   70",,,
"USW00013883","2024-12-23",,,,,"6.26",,"0.0","36","   70",,,
"USW00013883","2024-12-24",,,,,"3.58",,"0.0","46","   20",,,
"USW00013883","2024-12-25",,,,,"3.13",,"0.0","40","   80",,,
"USW00013883","2024-12-26",,,,,"5.82",,,"44","  100",,,
"USW00013883","2024-12-27",,,,,"6.04",,"0.0","48","   60","    1",,
"USW00013883","2024-12-28",,,,,"1.79",,"0.0","51","   90","    1",,
"USW00013883","2024-12-29",,,,,"7.61",,"0.0","62","  220",,,
"USW00013883","2024-12-30",,,,,"4.25",,"0.0","56","  250",,,
"USW00013883","2024-12-31","47","29.77","29.54","51","8.72","   74","0.0","53","  260",,,
"USW00003870","2024-01-01","27","30.09","29.03","35","5.37","   60","0.0","43","   20",,,
"USW00003870","2024-01-02","21","30.21","29.15","31","4.03","   54","0.0","37","  220",,,
"USW00003870","2024-01-03","26","30.07","29.03","33","3.58","   64","0.0","36","  210",,,
"USW00003870","2024-01-04","23","30.12","29.04","33","7.16","   53","0.0","41","  330",,,
"USW00003870","2024-01-05","20","30.28","29.22","30","4.47","   56","0.0","34","   50",,,
"USW00003870","2024-01-06","37","29.80","28.80","40","9.17","   83","0.0","40","   40",,,
"USW00003870","2024-01-07","29","29.98","28.89","38","9.40","   57","0.0","45","  270",,,
"USW00003870","2024-01-08","26","30.32","29.26","34","5.82","   61","0.0","39","   80",,,
"USW00003870","2024-01-09","39","29.59","28.57","41","12.97","   83","0.0","42","  240",,,
"USW00003870","2024-01-10","27","29.75","28.66","35","13.87","   59","0.0","43","  240",,,
"USW00003870","2024-01-11","28","29.99","28.92","36","5.37","   61","0.0","42","  220",,,
"USW00003870","2024-01-12","35","29.80","28.82","38","6.04","   85","0.0","38","   60",,,
"USW00003870","2024-01-13","27","29.79","28.70","36","13.65","   57","0.0","44","  240",,,
"USW00003870","2024-01-14","24","30.08","29.03","35","9.62","   50","0.0","40","  240",,,
"USW00003870","2024-01-15","29","30.05","29.03","39","6.93","   55","0.0","47","  240",,,
"USW00003870","2024-01-16","23","29.91","28.84","32","5.82","   63","0.0","40","  360",,,
"USW00003870","2024-01-17","7","30.23","29.14","21","3.58","   44","0.0","26","  210",,,
"USW00003870","2024-01-18","9","30.15","29.12","27","5.82","   39","0.0","33","  220",,,
